rainfall_24h,water_level_m,drainage_percent,risk_label
273.0681597847342,3.3021498661208715,100,1
13.063973353012605,2.31418465588562,65,1
229.74122640926632,1.833641829018473,65,2
171.74196838161268,4.11854505273997,65,0
127.63473496554508,2.368064485350272,65,0
223.224133231518,6.969379638270531,65,1
289.7473273324897,2.397717353639784,100,2
68.76186334880731,8.35396844997869,65,1
43.09420952163588,8.34011258488167,100,1
273.8645235668091,2.8552637404806616,100,2
200.6859232371911,7.535401304868298,65,2
131.3958064685898,8.575458759794532,65,2
171.97787107928494,5.901328439371466,100,2
223.6841715528732,3.663324108640549,100,2
231.9095696117152,4.409671867126791,100,2
275.96825424568937,7.862288650347819,100,2
128.0528366686868,2.9331746399681413,100,0
88.02327300581851,3.34462334376194,100,2
191.89928003695255,1.6078433625785071,100,2
124.7183697838591,3.990524030130026,100,1
178.37953618469336,0.8651513224948593,100,0
125.99573953678504,3.210344409891115,100,2
45.89873600345234,3.73479380947857,65,2
140.82802549768752,2.554791324241321,65,2
207.27534658230985,1.0135811913498816,100,1
239.78514230029492,5.216672425615551,100,2
147.99788303896406,8.650811697554708,65,2
49.57136706312028,3.356447458004705,100,1
124.40631289482948,2.3680157142013867,65,0
235.88817865250948,2.8503821769050344,65,2
123.85778118512184,8.618871813042368,65,2
208.9592380812667,5.278075896077976,100,2
152.16410450342693,1.3079035127077476,65,1
72.36693753281901,7.092216490554625,65,2
238.8451524069223,1.543689332334495,65,2
25.26403622120611,0.6024440294223665,65,2
157.46708482654518,2.556848764979173,65,2
62.667310273021485,1.6809017951676586,65,2
20.119688562412698,6.049974743746681,100,0
150.88018112497463,4.845664073400418,100,2
149.86864678047706,7.240645504928672,100,2
212.07027050271623,5.115710502602458,100,2
223.42520791557143,4.1900593520938765,65,1
218.33744660786903,5.262186904377431,100,1
122.8676198750265,4.344861130877779,100,0
189.5069361679688,0.3708689391403952,65,2
173.0835727931881,6.8069911299624,65,2
126.46852683507588,9.621303262144554,65,1
179.16380825579796,4.220335570360464,65,2
284.1743630118788,4.237329837680467,65,2
57.86812310441321,0.4576887863724654,65,2
271.7316287356579,8.903790846867484,100,1
16.03665419495951,9.291213874629298,100,1
92.5167638704982,8.131391180141431,100,2
86.44357458345847,1.063454715418567,100,2
187.9095323642717,9.002236811539392,65,2
39.36748553318709,0.2395566339504085,65,1
264.7042835519261,4.445743232363087,65,2
248.5654225395124,5.006236541013945,65,2
195.61974590558333,8.340021010263388,65,2
137.52414953765933,7.50859213453971,65,2
279.8868126426235,7.970968964998858,100,2
249.2239664161668,8.679009495573746,100,1
149.79454442437347,4.760709204927257,100,2
210.56200633629336,7.802523535171715,100,2
170.07898565390536,0.6803309440543892,100,0
176.38267151647935,4.445464227505388,100,1
99.2928208312414,0.3013267486964111,100,1
138.62538138746902,9.15315065318594,100,2
23.43642923692326,9.584137819529207,100,2
107.20460749937774,0.8393906028816278,100,2
208.7485546086456,5.326266444077605,65,1
285.9648091518559,3.251396063368692,100,1
288.9192338289061,3.4253428466287805,100,1
166.7168607374675,4.507000613754847,65,1
181.98667554287465,1.2506596525455072,100,1
55.716355650290254,1.8077019878391265,100,2
208.59243242805923,5.773686601279447,100,2
21.19763780231587,0.1875590943748828,100,2
85.40570573983337,5.998010220142007,65,1
200.50900418563268,3.189171877866693,100,1
93.0930394630468,8.322064148040017,65,2
14.954062234336297,6.000065077286838,100,0
249.56112280528916,7.080912007121719,65,2
93.09900214036892,1.1442518123794532,100,2
18.931567457603528,2.658623646816886,65,0
22.436449350859554,9.966696089720363,65,2
75.52763963662609,4.3365224690922375,100,2
53.40478416645787,3.588652053242096,100,2
232.29003533404529,8.738553589772742,65,2
96.50521400011031,0.3307460886313484,100,0
241.40873551194971,5.347733616761196,100,1
52.15379934694584,2.1025721378592435,100,1
147.86375386322513,3.681527914537632,100,1
206.41114006593864,1.99777071870328,65,2
195.59725615975643,0.3782275954870773,100,1
180.33882297908065,4.165121339685567,100,0
277.4464805793509,7.892030211950896,100,1
68.55754431202331,9.51954432626891,100,2
148.1157613386316,6.238529746100124,100,2
265.1977650217226,3.888370923527215,65,1
23.368129678547117,7.698552735473022,100,2
16.766480475922574,5.052239834292209,65,2
69.99068626748742,3.676202798906616,100,2
189.90636586140556,1.7908969255297469,65,2
77.96388793494206,7.961299843370574,65,2
57.07196514263969,5.004257905170166,100,0
137.64069460748763,9.638037413110627,100,1
184.07942063082345,8.0190960034872,100,1
74.56731210502213,4.20016119142277,65,0
90.20735601712262,7.408500408674572,100,1
184.06779144345413,4.53391492852071,65,0
283.7215265968358,0.7986572841426465,65,1
202.4225182314265,5.166810515582188,100,1
234.871243075368,8.657286195341495,100,1
110.04302842664065,8.554413185170164,100,1
81.67630781533983,5.7496691363997465,65,1
136.28032296078675,3.8002353641485,65,0
242.1398486135021,0.1010060231037179,65,1
136.88989253716676,3.114097789395127,100,0
254.0176226369583,9.898085773077344,65,1
296.6315942085381,7.264910332929944,65,1
21.607999719100903,7.175885638250628,100,1
13.623046825111109,7.61083390331761,100,2
44.876910874008544,6.201133833419443,100,0
115.31090272030386,5.858586571750079,65,0
39.31266274362972,4.536192553624145,65,2
261.1993432856268,4.43933993669687,65,1
6.943875308119141,8.708484554371987,100,1
94.73781490074676,3.934562616967805,100,2
55.4083888482616,8.402917840677217,65,2
279.4617990472597,8.377344256249371,65,1
200.8443014670084,7.708981993415111,65,1
273.6090769354124,0.3764239986344619,100,1
291.698613093118,1.4797224440361978,100,1
149.12947310321076,3.14705142186515,65,2
70.29573241440788,8.475333422594817,100,1
58.11863585897679,8.732593813561659,100,1
66.87565850575216,0.4155729435549216,65,2
212.57799228660087,3.247245531285988,65,1
12.13371843690022,8.503842046380706,65,1
15.40832190981446,2.496932490352383,100,0
182.442882714945,9.76003306597132,65,1
192.617144021222,4.893037665760273,65,2
199.578877296738,9.3731268939841,100,2
111.56415137657736,4.2882639436526295,100,2
241.78346661424595,3.237989270876299,65,2
160.08737631798527,3.624101752088528,100,2
31.639689002825836,8.843005825306731,65,2
239.1297921202036,3.3068938628833267,100,1
285.9203358811375,6.693462214597103,100,1
18.010893900707604,4.698426821245846,100,2
117.40540161017398,9.416711887268477,65,1
146.25481345042428,1.59363472071141,65,2
43.941228023495086,4.286568301018422,65,2
260.31268433486315,1.2463381190312195,65,2
85.2448934670132,5.781393419601892,65,0
234.90256198144803,4.028991913380774,100,1
201.2983446084948,0.6093723248441663,65,1
179.41374674010703,8.498381097667531,65,1
57.64285460896632,3.755147828664389,100,1
66.21105616527171,4.936307409504639,65,0
14.204521423970796,4.075133354835784,65,2
72.2137289346799,4.886526784499662,65,1
103.63308283815424,0.1632519766810081,100,0
249.9435911587276,8.15459529307975,100,2
109.9178000144416,3.3230801194614368,65,2
226.38653482968192,7.244617644261435,65,1
131.83268438864627,0.6488679538113173,100,0
235.4604935981665,5.238252524980913,65,2
292.881480131112,9.087919720707374,100,2
71.95246741727404,3.982480355036875,100,2
258.70248358916285,1.9725901008403055,100,1
186.5472258917324,0.9908115711509724,100,1
245.18827847659645,8.590879634880926,65,1
195.47577068034155,2.3880622735961743,65,2
127.18485218224504,9.750711114986512,100,2
68.4224818325371,2.4782278332790773,65,2
21.010567599349507,4.8099099574279975,65,0
160.6555093382151,4.579941317991669,100,2
297.0978283580597,0.620096193665074,100,2
221.41254150426187,5.318394198174479,100,2
98.20366241970498,6.7264097968853696,65,2
248.16144002602056,7.421356632912185,100,2
230.695200052922,5.225917563109292,100,1
84.49073800603703,8.125851651213527,100,2
4.292246938270406,7.520975018439174,100,2
35.44879156018488,1.9397431208722091,65,1
263.1918570936173,4.016016818985069,65,2
250.96891059146157,1.425818512087107,65,1
88.56270026350873,1.334236537709215,100,1
85.55862788532612,7.121273546232116,65,1
237.8594961307413,5.304591323775849,65,1
281.3212409686266,6.0094980847810255,100,2
233.74117703928,7.321842832725891,100,2
181.67360310922845,2.772349321617468,100,0
72.80140509954136,4.0136195865265565,65,2
157.7243742285782,6.068030889836208,65,2
70.05355757797939,0.9662898141836118,100,2
242.4034260290321,8.33054081195257,65,1
116.08832385532118,3.4344962418887603,100,2
250.10916509820785,6.587529840348395,65,2
114.4827653948176,9.955649018568158,100,2
247.2448215599674,4.753624453773155,100,2
99.99534454957258,2.150484492890988,100,1
132.03981138530096,2.164333987818478,100,2
184.64652580279727,0.6037621618598044,65,1
21.0862842089756,7.670823009964601,100,2
284.46211854463934,2.9343134009202734,100,1
172.08173583714097,1.727257625360824,100,0
152.34600440724068,7.136960338155216,100,2
251.81819133597364,3.091366414141341,65,2
259.7288189690483,6.00468947664389,100,2
156.6781213587048,4.178262138353389,100,0
278.1786977380912,3.3415272967977003,100,2
19.421329822944188,4.894295955389597,65,0
33.967737675365264,3.137932393721972,100,2
179.03646900433205,8.70564919142517,100,2
106.2197585380751,0.730403044251241,65,2
139.26754985675964,0.3015362494690454,100,0
98.42376536914996,4.063930273835195,65,0
121.41759343348068,1.7284363498898236,100,0
246.79390414388985,7.43726455022875,100,2
178.0428599562914,3.5343391072314576,65,2
299.2033647850495,2.614377121620939,100,2
236.0637593462889,3.5938146320282947,65,2
82.09987623054799,2.194839313100261,100,1
79.30353531800887,2.9965247899984524,100,1
100.76948103510212,5.679852853703765,65,0
252.9778441943228,8.640325459584211,100,1
8.186295195169679,3.7086935891678063,65,1
69.05438366137732,3.206717772441303,100,2
271.47552610328006,7.817898786449065,65,2
191.9689308249756,0.2242638355795612,65,1
68.05412865031693,3.0207632541182337,100,1
65.7434904697741,4.521708185442338,65,2
258.78543052782913,6.006616768491085,100,1
268.1272524831139,1.560615297786937,100,2
76.83932728863458,4.3285439805529125,100,2
126.15310742295968,5.663004668819045,100,0
250.37872158849515,5.102504584736023,65,1
231.3022315829656,5.745510780465695,100,2
244.17483196982533,6.62398267461522,65,2
155.51945723639062,3.793726691315218,100,1
273.46471449155194,0.6363574177599263,65,1
97.78546318633056,0.5555628230625342,65,0
47.00164030425541,8.587146470198228,65,2
212.61969976945943,6.7741921682854525,65,1
161.8063248020689,7.6418468251725375,100,1
256.3757306428443,9.288046199302022,65,1
24.34777473741449,7.505444033056378,100,2
253.10772103142008,6.923012684145627,65,1
87.98839596264666,6.557585389064013,100,2
196.4567001504549,2.5857338467581084,100,2
12.038636723476737,9.572940717475577,65,1
182.8743888910802,5.420443080659695,65,0
215.1815067562008,2.220738946186072,65,1
110.62506435168608,2.098262110728031,100,2
64.62321157864207,8.152659114940398,65,1
161.2892029810635,2.502086014562797,100,0
249.957241330694,0.4142639787584179,65,1
97.06420748899524,4.28412272834647,65,2
75.74078925638386,8.173504547328779,100,2
83.68059259130631,4.144396411860094,100,2
284.7396458749993,8.035475776019341,100,2
107.7830747293679,8.272109757617002,65,2
1.0812719664861523,8.577071627894075,100,2
234.50436238788592,5.888998407660207,65,2
209.78243860061704,6.994707701724257,65,2
38.57047938089067,2.6185906083657584,65,2
295.47127474047375,0.99697943016393,65,2
182.41868559153332,5.327805241800846,65,0
150.23384728218045,0.1058189259799424,65,2
114.66578028686732,4.657378509523667,100,0
269.6018266690914,1.020936200695758,100,2
73.18904442556898,1.0842029980506451,100,1
85.73067006597056,8.707834158854489,65,2
36.72324200597007,6.405181923060354,100,0
227.735728675278,6.452342986480478,100,1
178.664784121756,4.044766754891604,65,2
182.7198507763495,4.132543239375133,100,2
65.54112930583909,3.0310769280931096,100,1
195.35051673812515,4.343585332920799,65,1
229.6375341740592,5.871250614068569,65,2
107.36655921770678,1.865890577064796,100,1
240.40414318851367,2.616834469179224,65,2
104.63717655960627,4.947539361782014,100,2
227.4415384527863,3.847803020255193,65,1
10.119032237315697,8.194865134900533,65,2
165.3493804420958,8.216870270768133,65,2
290.857968191966,3.359920408309799,100,2
294.3733802047172,4.507952800131594,65,2
84.52577350252218,9.765874980571835,65,1
132.41972732410665,8.27476083286064,100,1
18.893372395989918,2.1566041647357084,65,2
262.0023922813799,2.8022897722073115,65,2
170.57164594206424,0.8348033824163659,100,2
115.5302036821551,6.778231426173299,65,2
33.831167546745924,3.16895300034324,65,2
284.0301856490668,5.365951871199167,100,1
159.0657143462981,7.6814228191838065,65,1
84.87837872487117,8.360350673796889,65,2
105.06453903945284,3.253643440735856,100,2
81.2091542766443,2.372469370744137,100,1
180.5429426570942,8.485363726118605,100,1
278.98907273415296,3.8127081159293783,100,1
257.0081409979693,8.219981403791955,65,1
138.11426262779324,1.4976315064146806,100,0
247.94980869030235,9.119094103760249,65,1
126.93164438289897,4.831256571279342,65,2
75.6921422275914,1.7013339000181993,65,2
295.02453457992834,5.350681502624544,65,1
91.16627039124656,8.700159819292617,65,1
97.11726929607252,3.8932506875909088,100,2
296.9078603359567,1.7806150696456624,65,2
40.17824794969647,5.765561651617974,100,2
228.16019640290853,8.34467111582599,100,2
280.743827544818,1.2135377603565167,100,1
153.5384982826256,0.414083076526115,65,2
0.7565285108460107,0.5629349358184366,65,1
112.51768323393188,2.3048871970045592,65,0
33.470697715448125,0.0730200127352431,65,1
124.85629828010872,4.286727694012878,100,2
237.0080284926854,6.977494539209169,100,1
131.61346466514016,7.104581892712821,65,2
129.57753640377675,6.367115232411065,65,0
167.036843075654,2.9620013459500685,65,1
174.50717542430405,7.359377057084177,65,1
256.8888926396914,5.7648756762494,65,1
92.50663176868544,8.611791967673655,100,1
246.5013793104048,4.780055155192783,65,1
169.78012460761417,1.8014730991556305,100,0
90.1588649151441,6.346528330341737,65,0
88.53781320182314,1.5078422935405744,100,0
108.34125513171736,9.631448446082192,65,1
186.80797278599263,7.032851897673639,100,2
69.24351940798475,7.563218874224475,65,2
276.10006850168025,6.79268442467408,100,2
172.47377525337012,0.9755956992356728,65,2
276.00473309880203,4.652998194550749,65,2
13.921307573746413,6.514152429123855,100,2
102.78341113844202,2.293558730849594,100,1
6.842298206286923,6.795021069094571,65,0
81.67554452939095,8.198854752386783,65,1
258.60194168057643,2.749299794182951,65,2
10.982914752660257,1.9960330026575777,65,2
130.84412997472344,8.831599779348892,65,2
35.27012114196834,0.0519449276456718,65,2
125.05219777811033,2.557470484099287,65,0
251.6554752793132,4.067303981459162,100,2
186.92131002075573,6.722597187868979,65,1
221.02690359942696,9.97063494459672,100,2
104.7312346348743,3.7081839490267576,100,1
283.31930850304246,9.488087260395194,100,2
212.77862813385,3.6677428215822574,65,1
126.53964578535928,6.95529256684021,65,2
127.93944006811648,1.6536701732446069,65,1
275.6052533829893,4.604078585847549,100,2
172.92140803061753,8.712735186392601,100,2
211.9137629709125,3.199943800738092,65,1
125.11056735395124,1.052025986807329,100,2
67.10782942941424,5.227133358625299,100,0
217.0677875983256,4.395346862840107,65,1
182.34713164241637,2.295396301195164,65,1
150.40286412743382,9.05615226147165,100,1
187.2062819983392,6.01686738180253,65,2
62.48567581927009,3.471736218332727,65,0
238.1816119595869,9.961312390539405,100,2
284.4488415060917,1.3756620327569349,65,2
267.33094325031084,8.479515125836945,65,1
96.43072359210514,2.3062493578382504,100,1
121.80173198462276,2.395068579029618,65,0
242.52068993926835,4.981621982405471,100,1
178.53513924738115,6.619419698175189,65,0
164.37433310299477,6.904630975119893,65,0
277.9925902600336,0.2212763610269907,65,1
160.80748829311523,2.8685795319750715,65,0
154.48160387619296,6.606040752735673,100,2
12.605577379907896,8.897347936877923,65,1
20.82508757704129,6.698908884063027,100,0
2.2260923641950536,2.6588131475356915,65,0
273.9732677350901,5.0777274898771765,65,2
122.5159980053102,6.475764187454032,100,1
140.56841284002377,1.3533935089702465,100,2
253.6160842777386,5.449069032673095,65,1
182.7738931127334,4.716662280526613,65,0
182.85047891717437,3.3664803474134706,100,1
88.96032880644373,6.235376682587858,65,1
250.17251217735577,6.362162930304626,65,1
49.74899281184813,9.714699060403111,65,1
15.94487765188437,4.283051974128959,65,2
57.48100725555969,5.312671554836946,65,2
80.3211656323694,1.5750258097065897,65,0
84.69331735626201,5.4836233887579136,65,0
201.15407958563029,0.3608594917487495,65,1
65.34737619859305,1.4987757445686611,100,2
202.99749134849537,1.7124680349508048,65,0
27.33965197013992,6.3263911750440265,100,2
44.16073832937271,5.672946407340433,65,2
152.6464345472985,7.980369569444417,65,1
276.5687407729928,4.643994318717968,65,1
257.8702766433342,4.7485623686661125,100,1
290.62603273284094,1.615560321245514,65,1
195.1437195834513,7.427014297298196,100,1
202.7444599248276,0.0365292565193542,65,0
187.50689967944763,4.248908731463496,100,1
186.8456768574592,1.88325091136336,65,2
44.13610352027539,7.710099245419837,65,1
163.1216868491786,6.73391360687125,100,2
115.82038003551772,7.067687098370855,100,1
132.76116473318802,1.4857788569647046,65,2
157.0801719177712,6.688140736603108,65,2
38.51885154067548,6.908937098203936,100,2
107.84632015563596,0.0263708470338597,100,0
19.034868262981075,3.176008591114934,100,2
293.90043912671973,0.8728818124243176,65,2
35.55840864603784,6.813942324114902,65,1
77.55742156348634,2.121086698074349,65,0
267.38787801101915,2.6465931522932173,65,2
144.81301387174256,0.7832907547015056,100,1
40.69116045618909,4.838066652719983,100,2
115.26916141180467,0.3303280949238174,100,0
34.760398257415744,8.455922128750107,65,2
60.06479912535053,0.2636604001627995,65,0
15.608954084953508,0.6163969418178417,100,2
131.46824836473,6.404066332174871,65,2
241.99083651757795,9.16933523025437,65,1
175.79075360996865,8.921211346441968,65,1
181.90359164538356,0.8363051101386232,100,1
60.1752090249721,2.8844672163905627,65,2
103.16815297570994,5.210368568622786,100,1
253.5726311522496,0.266237386964665,100,2
26.35685529795436,5.286426155484825,100,2
257.37919610056014,4.477656408439569,65,2
145.10700787943568,5.884109955595209,100,2
251.1442293975352,9.203148835436032,65,2
95.4019258183201,2.746193057114631,100,0
101.65288547490624,6.390965435185888,100,2
225.48146049694284,4.2983233597309525,100,2
235.49885201766605,4.35128724321577,100,1
68.89340339704403,6.472714022593479,100,0
291.86139744657163,9.513363951802347,100,2
25.347031273448685,8.630315056658379,100,2
20.550888930639267,6.395224454791682,65,0
178.65126458583083,4.61538088945903,100,2
216.8222303314864,4.239921009118271,65,2
288.26583876749214,7.871329109605401,100,2
121.48373423965847,2.1822068374341157,100,1
7.587422696889934,5.876665441624591,100,2
180.86890183392208,5.049537682364711,65,1
86.90880617963155,6.493535607005073,100,2
129.88413635862068,1.8742102784980164,65,2
146.54084467498058,6.957572238045302,100,2
19.353783221410147,6.269997942038847,65,2
145.79453536923083,1.801461214696266,100,2
127.89590004129442,4.49621689291029,100,2
213.76327958597795,6.786193548433424,100,1
193.6997733637034,9.016042694423964,100,2
55.56471544516831,1.220996282112904,65,2
61.841675463119095,0.0873941824860602,65,1
75.30185363231197,1.6515415807516776,65,2
53.6851320891532,9.892737345188166,65,1
197.1639599005401,7.6837025761181454,65,2
298.32905376008114,6.143690188443527,65,2
195.63250215478095,1.3301306714937589,65,2
182.00446385738735,4.160458492614759,100,1
122.97838000532174,7.152388681467185,100,2
93.77407765792822,8.958841622363781,100,2
273.3221270719438,3.818232547592416,100,1
290.7005622426459,9.996898773860396,100,2
149.03285267631833,1.3973641232889045,65,0
87.06014865196724,3.8693592101789487,65,2
231.03666230093032,8.753974588663038,65,1
39.73703726006354,6.499156094483276,65,0
229.67647129310447,8.109194930073627,100,2
245.6845122934016,9.077991387728838,65,1
37.47118338815021,5.073163955066891,65,1
293.0584406389692,2.3474715088704325,100,2
295.65368711654355,6.937069050624437,65,2
281.01584379820537,5.634796847093573,100,1
148.8104428218793,7.726492047567128,100,1
73.82224268304853,5.117137545627663,100,1
174.6027842645739,8.11111368211255,65,1
125.98015154143071,9.020174759625975,65,1
61.78459341515913,7.495830266523974,65,1
127.10292288535427,7.436551538926041,65,1
199.1669507032772,5.871893412409877,65,0
21.27399323579732,4.716420121160376,100,0
100.02540043380496,9.725876568098888,100,1
5.338467003847558,6.451125321172891,100,2
224.8486516385027,8.40356502225362,65,1
192.20738028501023,5.054090285435765,100,1
18.80164041058976,5.548578579442208,65,2
289.42126788059034,6.628890236121588,100,1
6.786467138130203,7.285523686503388,100,1
176.98819394282657,4.48355741536631,100,1
232.91023853971677,3.563149283333657,65,2
236.36889391341688,2.394199224633483,100,1
10.285540677961135,4.236454228552198,100,1
271.9245397921318,2.112379105572764,100,1
275.53550157813663,4.167616457785178,65,2
168.4171119463118,8.746594728255118,100,2
144.62495966614384,9.770701815888136,65,2
13.460238918779943,5.771019706415461,100,0
168.5862427529606,1.460053802788054,100,2
122.81372453106924,4.275555810641559,100,2
231.84192222259685,6.020765106375667,65,1
121.16507006582636,3.707717549380392,100,0
205.0742499974129,2.051561737274876,65,1
30.42244387125924,2.268242706471584,100,2
39.88568122979008,4.739288890145287,65,2
41.9130571947475,2.164286958732723,100,2
13.657649939923056,2.495226918418373,65,1
162.39865778094114,8.730841830021864,65,2
238.1903178130908,7.790603185665495,100,1
183.12336110809983,0.5531298293891918,65,2
172.48646566585688,3.2017673005786307,65,0
204.1871785208209,5.319331521089473,100,1
101.89359692160444,0.6060863952195539,100,0
108.58622149446867,6.831712629262854,100,2
94.28102946627676,3.844451480432639,100,2
213.63267985607268,3.9717848081049887,100,1
48.49210070123229,2.653273666066541,100,2
3.9075840938773134,3.339289938012805,65,2
178.85893401674772,8.616898971813265,65,2
282.71440942026163,7.886029753914975,65,2
182.8223750988914,9.357718962016984,100,1
234.87649588226853,6.989973812352522,100,2
201.83721283980904,5.778717626742365,65,0
149.23099605690487,2.592562866125554,100,1
215.5177205351538,6.668553204824734,65,2
247.23123715656652,9.06158088377702,65,1
67.4194932515094,0.6916559756443375,100,2
100.83914414494366,4.430702313879202,100,0
67.11771975098516,1.4936071295560271,65,2
135.6518866771323,8.106164810003058,100,2
265.51936527500027,6.140982426652944,100,2
103.56213025059972,8.796493170190193,100,2
112.340066739166,0.6310012251665764,100,0
258.1101704015795,9.05730679114099,65,1
154.61229922340257,0.6719661851978043,65,2
160.63469989423032,2.8760580084445566,100,2
258.2403609996639,1.5616574713000375,65,1
147.15802110764196,1.4538566408763187,65,1
204.46726038881857,1.7166989797900467,100,2
25.693399762218217,4.80217871770544,100,1
53.58951393806559,7.843622877984587,100,1
121.31286021487368,8.982772750471963,100,1
148.45172034596246,5.668773584480813,65,2
289.72011037086884,1.5775155727412182,65,1
291.195489914337,0.791906725341851,65,1
255.3591262436285,4.94129619578266,65,2
94.67965058567236,7.653802348170146,100,2
289.2084872497319,6.201610523539563,100,1
206.80225940286377,5.827815837180015,100,2
117.88203834522012,0.4815521425033597,100,0
210.5024750954299,4.11545388430821,65,2
4.956818935957974,5.503838691373927,100,0
43.84640468226407,5.982915586821162,100,0
248.90571346691036,0.0480806218706086,65,2
193.6720910619513,1.9955497647066207,100,0
109.2584103875652,9.497860109387608,65,2
150.19999206681564,5.086438382788067,65,0
271.5426448937301,7.036422019511383,65,2
189.473432843726,3.081867321963474,65,2
119.44478518029908,5.85371993018531,65,0
36.097997219260506,3.5646727658885027,65,2
88.1240404876683,2.969588787869586,65,1
293.502069838975,4.113979805737347,100,1
131.20891885553326,4.598279291596723,65,2
141.55183915345825,3.311478871724968,65,2
149.5794097191046,2.5798961046940816,65,1
265.23120688446335,6.238203767851158,100,2
181.17848531559292,3.8073247658451614,65,2
208.10311093557664,2.0182603058049087,65,0
116.8240627647312,7.583677080585346,65,2
8.726285576692305,7.237415809956866,100,2
279.2918742728533,8.86815828185292,100,1
284.7383042749219,5.55019019118954,100,1
284.74591600441534,2.7943700741176025,65,1
283.106125994015,8.637076790532806,100,2
244.57258232086832,2.803011205826992,100,1
205.37881503489805,6.556006032152558,65,2
253.35297548018568,1.903930360227245,100,2
180.1638717003109,6.291747152852124,65,1
40.310884167607085,8.408571893573551,100,2
117.36544951242632,5.39944100334915,65,2
291.3884735918812,4.70887511311814,65,1
105.34134407869688,9.934729244548752,65,1
260.34837411941083,0.2245209122630043,65,1
27.963441232460877,3.317315806247243,100,0
100.25515271264088,9.185983577955078,100,1
105.28599741821388,6.426426851861329,65,0
15.480762932694049,5.420972754098969,65,0
35.72829905602649,6.376917086513855,65,2
57.9495633365313,3.2194115026671053,100,1
251.34467724303389,0.7116813792401622,65,2
19.02059698194192,2.7514783516831285,100,1
89.61027040331616,3.364960996528468,100,2
3.0525007767802537,4.798651301614548,65,2
208.68832362090745,3.938965143104664,100,1
186.09092701301395,5.21002223902917,65,1
193.49467861594252,1.9608138323383997,100,2
112.3148354143856,1.840484620175814,100,2
62.48034638027071,3.5171247764387914,100,2
216.09606398581,4.73715141577472,65,1
243.3353618222085,3.4172859259866084,65,1
41.58044942946053,5.765622323861214,100,0
146.0488283812264,3.1000611358964503,65,2
74.61470459365876,1.7716899443854497,100,1
50.43205836184011,8.628281100085108,65,2
220.2975940484997,2.006020985760636,65,1
161.4290806418511,9.666413898085889,100,2
64.85559971360033,9.87404074251121,65,1
93.00000336346352,6.968037955199113,100,2
289.9961013983227,5.0200099413783725,65,2
254.603869412567,7.954188312706285,65,2
263.9840228619385,8.732027157281557,65,1
138.0036291242124,7.095917972001607,65,1
187.1421791762625,1.020447554366517,65,2
113.03032206132347,0.0298786942467543,100,2
23.31359270666716,1.919013224105516,100,0
120.32079319703476,1.8853189560521575,65,1
178.1942259621434,1.8251749663995287,65,2
86.14328123043943,5.097723187297301,65,1
254.38517241822476,5.200844636456625,100,1
45.33004775237959,7.23022046708672,100,1
110.13872683107596,2.01467812970211,65,2
37.47117159726088,0.9265995824500473,100,2
121.4496401955676,6.660913177090527,100,2
11.898391492281135,4.839970229358965,65,1
81.76481851849363,6.663206500436703,65,0
120.2205765341051,3.807402447464829,65,2
143.4496089830075,7.50795534448621,100,1
163.10890754254257,6.826007776023695,100,0
82.49733893697567,6.503418553132153,100,0
156.9124003844617,0.275692833212845,65,2
152.70138646861795,8.581241587046225,100,2
94.85341526286253,3.766070234487151,65,2
249.06009919694347,1.3561554226918893,65,2
